Nr okr.,TERYT,Gmina,L. obw.,Liczba wyborców,Otrzymane karty,Niewykorzystane karty,Wydane karty,Liczba wyborców głosujących przez pełnomocnika,Liczba wyborców głosujących na podstawie zaświadczenia,Pakiety wyborcze,Koperty zwrotne,Koperty  bez oświadczenia,Niepodpisane oświadczenie,Koperty zwrotne bez koperty na kartę do głosowania,Niezaklejona koperta na kartę do głosowania,Koperty na kartę do głosowania wrzucone do urny,Karty wyjęte z urny,Karty wyjęte z kopert na karty do głosowania,Karty nieważne,Karty ważne,Głosy nieważne,w tym: z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list,w tym: z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata,"w tym: z powodu postawienia znaku „x” wyłącznie obok nazwiska kandydata z listy, której rejestracja została unieważniona",Głosy ważne,1 - Komitet Wyborczy Prawo i Sprawiedliwość,2 - Komitet Wyborczy Platforma Obywatelska RP,3 - Komitet Wyborczy Partia Razem,4 - Komitet Wyborczy KORWiN,5 - Komitet Wyborczy Polskie Stronnictwo Ludowe,6 - Koalicyjny Komitet Wyborczy Zjednoczona Lewica SLD+TR+PPS+UP+Zieloni,7 - Komitet Wyborczy Wyborców „Kukiz'15”,8 - Komitet Wyborczy Nowoczesna Ryszarda Petru,9 - Komitet Wyborczy Wyborców JOW Bezpartyjni,10 - Komitet Wyborczy Wyborców Zbigniewa Stonogi,11 - Komitet Wyborczy Wyborców  Ruch Społeczny Rzeczypospolitej Polskiej,12 - Komitet Wyborczy Wyborców Zjednoczeni dla Śląska,13 - Komitet Wyborczy Samoobrona,14 - Komitet Wyborczy Wyborców Grzegorza Brauna „Szczęść Boże!”,15 - Komitet Wyborczy Kongres Nowej Prawicy,16 - Komitet Wyborczy Wyborców Mniejszość Niemiecka,16 - Komitet Wyborczy Wyborców Obywatele do Parlamentu
28,240413,gm. Poczesna,9,10437,7871,2617,5254,2,14,2,2,0,0,0,0,2,5256,2,0,5256,115,77,34,0,5141,1606,1027,212,228,178,727,714,402,,28.0,,,,19.0,,,
28,240414,gm. Przyrów,6,3223,2462,1072,1390,3,5,1,1,0,0,0,0,1,1390,1,0,1390,50,34,14,0,1340,514,174,48,53,145,174,170,45,,5.0,,,,12.0,,,
28,240415,gm. Rędziny,6,8117,6149,2252,3897,1,11,0,0,0,0,0,0,0,3896,0,0,3896,131,103,28,0,3765,1447,648,129,151,105,520,526,204,,26.0,,,,9.0,,,
28,240416,gm. Starcza,4,2273,1750,578,1172,0,5,0,0,0,0,0,0,0,1172,0,0,1172,54,30,23,0,1118,347,200,56,38,98,109,188,75,,5.0,,,,2.0,,,
29,240501,m. Knurów,22,30159,23031,7483,15548,0,52,1,1,0,0,0,0,1,15546,1,0,15546,406,284,92,0,15140,5388,3686,717,708,289,1079,2166,1042,,,,,,65.0,,,
29,240502,m. Pyskowice,9,14438,11000,4374,6626,2,38,0,0,0,0,0,0,0,6623,0,0,6623,184,131,52,0,6439,1949,1955,264,381,104,473,712,575,,,,,,26.0,,,
29,240503,gm. Gierałtowice,6,9163,6950,1522,5428,2,12,1,1,0,0,0,0,1,5427,1,0,5427,135,97,38,0,5292,2138,1285,190,238,107,219,659,431,,,,,,25.0,,,
29,240504,gm. Pilchowice,8,9104,6905,2520,4385,2,16,1,1,0,0,0,0,1,4386,1,0,4386,128,76,48,0,4258,1433,1204,156,180,159,207,481,416,,,,,,22.0,,,
29,240505,gm. Rudziniec,10,8680,6450,2742,3708,3,17,2,2,0,0,0,0,2,3710,2,0,3710,160,112,46,0,3550,1123,906,99,174,442,144,379,259,,,,,,24.0,,,
29,240506,gm. Sośnicowice,9,6901,5200,2169,3031,0,14,2,1,0,0,0,0,1,3031,1,0,3031,95,70,25,0,2936,806,1058,105,142,84,117,296,307,,,,,,21.0,,,
29,240507,gm. Toszek,8,7936,6200,2939,3261,0,7,0,0,0,0,0,0,0,3260,0,0,3260,107,80,27,0,3153,992,803,94,138,537,140,276,155,,,,,,18.0,,,
29,240508,gm. Wielowieś,4,4859,3648,1910,1738,0,3,0,0,0,0,0,0,0,1737,0,0,1737,71,51,20,0,1666,563,384,49,75,230,56,210,87,,,,,,12.0,,,
28,240601,gm. Kłobuck,16,16845,12834,4296,8530,4,15,2,2,0,0,0,0,2,8531,2,0,8531,249,204,44,0,8282,2748,1570,285,368,631,1024,1073,506,,51.0,,,,26.0,,,
28,240602,gm. Krzepice,9,7697,5880,2303,3577,3,24,1,1,0,0,0,0,1,3577,1,0,3577,101,82,19,0,3476,1469,517,132,153,553,182,284,139,,28.0,,,,19.0,,,
28,240603,gm. Lipie,5,5323,4027,1567,2460,2,15,0,0,0,0,0,0,0,2456,0,0,2456,90,65,22,0,2366,999,303,78,78,438,144,243,66,,12.0,,,,5.0,,,
28,240604,gm. Miedźno,10,6218,4730,1777,2953,0,8,0,0,0,0,0,0,0,2952,0,1,2951,105,74,31,0,2846,1451,318,102,134,273,154,303,99,,10.0,,,,2.0,,,
28,240605,gm. Opatów,7,5564,4191,1773,2418,3,8,0,0,0,0,0,0,0,2418,0,0,2418,95,68,24,0,2323,722,305,63,109,575,189,260,86,,9.0,,,,5.0,,,
28,240606,gm. Panki,4,4137,3150,1305,1845,2,3,1,1,0,0,0,0,1,1846,1,0,1846,57,43,9,0,1789,599,289,63,89,300,170,187,86,,5.0,,,,1.0,,,
28,240607,gm. Popów,6,5041,3870,1802,2068,2,13,0,0,0,0,0,0,0,2068,0,0,2068,88,67,19,0,1980,761,317,89,76,201,191,244,85,,10.0,,,,6.0,,,
28,240608,gm. Przystajń,4,4885,3659,1670,1989,0,37,0,0,0,0,0,0,0,1987,0,0,1987,82,63,15,0,1905,671,360,85,90,309,125,174,75,,12.0,,,,4.0,,,
28,240609,gm. Wręczyca Wielka,10,14365,10880,4461,6419,3,33,3,3,0,0,0,0,3,6421,3,0,6421,251,197,53,0,6170,2106,1068,237,239,924,529,688,320,,49.0,,,,10.0,,,
28,240701,m. Lubliniec,18,18973,15129,5306,9822,5,62,7,7,0,0,0,0,7,9827,7,1,9826,244,165,73,0,9582,3411,2438,314,434,222,666,1333,685,,48.0,,,,31.0,,,
28,240702,gm. Boronów,2,2765,2091,795,1296,0,9,0,0,0,0,0,0,0,1296,0,0,1296,38,25,13,0,1258,580,294,45,26,28,40,171,63,,6.0,,,,5.0,,,
28,240703,gm. Ciasna,6,6776,5384,3119,2265,1,24,0,0,0,0,0,0,0,2265,0,0,2265,104,77,22,0,2161,759,552,65,71,307,81,233,67,,19.0,,,,7.0,,,
28,240704,gm. Herby,5,5891,4521,1756,2765,2,17,0,0,0,0,0,0,0,2765,0,0,2765,124,89,33,0,2641,917,640,103,115,100,192,356,178,,26.0,,,,14.0,,,
28,240705,gm. Kochanowice,7,5693,4325,1972,2353,2,19,1,1,0,0,0,0,1,2353,1,0,2353,64,52,12,0,2289,1172,402,60,95,110,63,286,79,,13.0,,,,9.0,,,
28,240706,gm. Koszęcin,6,9474,7160,2582,4578,2,33,3,2,0,0,0,0,2,4579,2,0,4579,129,85,43,0,4450,2058,851,135,135,207,155,635,226,,37.0,,,,11.0,,,
28,240707,gm. Pawonków,6,5332,4023,1992,2031,0,16,1,1,0,0,0,0,1,2032,1,0,2032,67,45,17,0,1965,780,444,74,75,124,76,288,82,,14.0,,,,8.0,,,
28,240708,gm. Woźniki,10,7779,5890,2139,3751,8,12,0,0,0,0,0,0,0,3746,0,0,3746,140,106,28,0,3606,1700,721,111,122,128,131,499,165,,16.0,,,,13.0,,,
30,240801,m. Łaziska Górne,21,17213,13143,3722,9421,5,24,17,14,1,0,0,0,13,9432,13,0,9432,206,163,27,0,9226,3431,2420,349,437,150,471,1053,668,,,,222.0,,25.0,,,
30,240802,m. Mikołów,24,31779,24233,6014,18219,15,82,10,10,0,0,0,0,10,18227,10,0,18227,345,223,96,0,17882,6043,5031,600,811,176,1042,1734,1804,,,,599.0,,42.0,,,
30,240803,m. Orzesze,16,15888,12065,3019,9046,9,25,2,2,0,0,0,0,2,9045,2,0,9045,193,130,61,0,8852,3930,1809,258,381,189,288,1154,563,,,,248.0,,32.0,,,
30,240804,gm. Ornontowice,3,4597,3500,912,2588,1,5,0,0,0,0,0,0,0,2588,0,0,2588,74,61,10,0,2514,1142,402,78,102,42,99,402,170,,,,74.0,,3.0,,,
30,240805,gm. Wyry,6,6014,4446,812,3634,0,11,2,2,0,0,0,0,2,3636,2,0,3636,70,45,20,0,3566,1426,780,120,217,81,118,402,263,,,,149.0,,10.0,,,
28,240901,m. Myszków,22,26111,20047,7982,12065,5,72,11,9,0,0,0,0,9,12073,9,0,12073,292,203,83,0,11781,3911,2497,472,688,466,1600,1213,777,,120.0,,,,37.0,,,
28,240902,gm. Koziegłowy,11,11873,8991,4013,4978,0,41,0,0,0,0,0,0,0,4977,0,1,4976,159,115,39,0,4817,1929,837,154,242,356,385,623,247,,34.0,,,,10.0,,,
28,240903,gm. Niegowa,6,4659,3548,1240,2308,3,5,0,0,0,0,0,0,0,2308,0,0,2308,105,75,16,0,2203,1205,415,38,75,157,115,152,32,,10.0,,,,4.0,,,
28,240904,gm. Poraj,7,8984,6770,2238,4532,7,51,2,2,0,0,0,0,2,4533,2,0,4533,123,80,29,0,4410,1256,970,165,178,410,495,517,377,,35.0,,,,7.0,,,
28,240905,gm. Żarki,9,6874,5219,2179,3040,3,26,0,0,0,0,0,0,0,3040,0,0,3040,94,68,26,0,2946,1282,545,98,132,123,329,286,127,,17.0,,,,7.0,,,
27,241001,gm. Goczałkowice-Zdrój,7,5827,4649,1187,3462,1,76,0,0,0,0,0,0,0,3461,0,1,3460,84,42,35,0,3376,1349,872,133,167,91,202,287,275,,,,,,,,,
27,241002,gm. Kobiór,3,3855,3000,673,2327,3,12,0,0,0,0,0,0,0,2326,0,1,2325,29,13,14,0,2296,1132,394,93,111,37,94,226,209,,,,,,,,,
27,241003,gm. Miedźna,11,12314,9574,2577,6996,0,10,1,1,0,0,0,0,1,6997,1,0,6997,188,129,59,0,6809,3633,880,262,377,220,232,717,488,,,,,,,,,
27,241004,gm. Pawłowice,16,13785,10746,2764,7982,0,21,1,1,0,0,0,0,1,7983,1,1,7982,202,135,67,0,7780,3860,1075,298,348,213,421,1194,371,,,,,,,,,
27,241005,gm. Pszczyna,31,40197,31388,8021,23367,15,136,4,4,0,0,0,0,4,23357,4,2,23355,535,331,185,0,22820,9764,5348,703,1159,630,1044,2203,1969,,,,,,,,,
27,241006,gm. Suszec,8,9085,7062,1659,5403,0,17,3,3,0,0,0,0,3,5406,3,0,5406,106,70,35,0,5300,2837,750,169,272,152,208,634,278,,,,,,,,,
30,241101,m. Racibórz,28,43733,34458,14407,20050,18,82,8,8,1,0,0,0,7,20056,7,0,20056,569,441,118,0,19487,6081,6138,742,791,283,1216,1630,1477,,,,1082.0,,47.0,,,
30,241102,gm. Kornowac,5,4034,3000,1073,1927,1,6,0,0,0,0,0,0,0,1927,0,0,1927,71,46,9,0,1856,858,419,53,76,60,52,199,64,,,,71.0,,4.0,,,
30,241103,gm. Krzanowice,6,4727,3600,2021,1579,0,4,0,0,0,0,0,0,0,1579,0,0,1579,62,45,16,0,1517,364,678,39,63,23,45,107,64,,,,132.0,,2.0,,,
30,241104,gm. Krzyżanowice,7,9143,6800,3461,3339,2,20,3,3,0,0,0,0,3,3342,3,0,3342,129,111,18,0,3213,906,1115,77,134,149,116,221,148,,,,342.0,,5.0,,,
30,241105,gm. Kuźnia Raciborska,6,9462,7150,3685,3465,0,12,0,0,0,0,0,0,0,3465,0,0,3465,137,114,20,0,3328,893,1143,131,196,89,180,378,145,,,,166.0,,7.0,,,
30,241106,gm. Nędza,8,5909,4450,2152,2298,1,12,0,0,0,0,0,0,0,2298,0,0,2298,95,70,25,0,2203,777,634,61,100,36,83,208,117,,,,180.0,,7.0,,,
30,241107,gm. Pietrowice Wielkie,6,5570,4250,2286,1964,0,6,1,1,0,0,0,0,1,1965,1,0,1965,73,52,18,0,1892,527,689,37,67,44,50,149,114,,,,209.0,,6.0,,,
30,241108,gm. Rudnik,5,4211,3250,1788,1462,0,4,5,5,0,0,0,0,5,1467,5,0,1467,47,39,7,0,1420,495,458,32,65,42,29,105,56,,,,135.0,,3.0,,,
30,241201,gm. Czerwionka-Leszczyny,21,32743,24747,8098,16649,2,32,27,26,1,0,0,0,25,16670,25,0,16670,510,370,140,0,16160,7182,3519,541,651,340,888,1868,798,,,,346.0,,27.0,,,
30,241202,gm. Gaszowice,7,7385,5500,1694,3806,2,7,0,0,0,0,0,0,0,3806,0,0,3806,95,72,23,0,3711,1528,858,121,164,97,162,405,251,,,,119.0,,6.0,,,
30,241203,gm. Jejkowice,3,3141,2350,549,1801,2,1,0,0,0,0,0,0,0,1801,0,0,1801,50,31,17,0,1751,827,384,52,75,20,77,190,90,,,,34.0,,2.0,,,
30,241204,gm. Lyski,11,7773,5852,1938,3914,3,15,1,1,0,0,0,0,1,3915,1,0,3915,119,84,35,0,3796,1458,926,160,156,75,203,379,246,,,,184.0,,9.0,,,
30,241205,gm. Świerklany,6,9323,7000,1698,5302,0,2,1,1,0,0,0,0,1,5302,1,0,5302,159,104,55,0,5143,2636,836,137,202,53,189,649,236,,,,192.0,,13.0,,,
29,241301,m. Kalety,5,7201,5500,2203,3297,2,26,2,2,0,0,0,0,2,3299,2,0,3299,102,79,22,0,3197,1236,849,85,129,128,136,418,204,,,,,,12.0,,,
29,241302,m. Miasteczko Śląskie,5,5760,4400,1717,2683,4,3,1,1,0,0,0,0,1,2684,1,0,2684,72,59,12,0,2612,1105,585,84,87,84,126,379,154,,,,,,8.0,,,
29,241303,m. Radzionków,15,13591,10273,2859,7414,1,14,3,3,0,0,0,0,3,7416,3,0,7416,214,136,53,0,7202,2982,1777,234,412,101,294,833,533,,,,,,36.0,,,
29,241304,m. Tarnowskie Góry,33,49072,38306,11746,26560,8,114,30,30,0,0,0,0,30,26584,29,1,26583,516,328,178,0,26067,8524,7260,1066,1290,911,1728,2543,2631,,,,,,114.0,,,
29,241305,gm. Krupski Młyn,4,2694,2050,659,1391,3,5,0,0,0,0,0,0,0,1391,0,0,1391,38,31,7,0,1353,482,317,66,76,47,95,153,111,,,,,,6.0,,,
29,241306,gm. Ożarowice,4,4574,3451,982,2469,1,8,0,0,0,0,0,0,0,2469,0,0,2469,74,57,17,0,2395,916,477,83,121,207,162,285,140,,,,,,4.0,,,
29,241307,gm. Świerklaniec,6,9478,7150,2277,4873,1,21,4,4,0,0,0,0,4,4876,4,0,4876,117,85,28,0,4759,1801,1228,135,242,189,209,449,494,,,,,,12.0,,,
29,241308,gm. Tworóg,9,6533,4851,1831,3020,2,26,0,0,0,0,0,0,0,3020,0,0,3020,76,51,21,0,2944,1159,653,117,152,191,118,300,243,,,,,,11.0,,,
29,241309,gm. Zbrosławice,12,12229,9283,4071,5212,2,15,6,6,0,0,0,0,6,5218,6,0,5218,174,133,37,0,5044,1525,1491,208,284,258,229,545,465,,,,,,39.0,,,
31,241401,m. Bieruń,15,15441,11691,3188,8503,7,32,4,4,0,0,0,0,4,8507,4,17,8490,215,141,71,0,8275,3993,1461,358,464,82,345,1001,438,,,,133.0,,,,,
31,241402,m. Imielin,4,6894,5200,1184,4016,5,13,5,5,0,0,0,0,5,4021,5,0,4021,103,52,51,0,3918,1764,796,153,204,46,160,371,295,,,,129.0,,,,,
31,241403,m. Lędziny,11,12968,10106,3119,6986,8,19,2,2,0,0,0,0,2,6989,2,3,6986,212,140,71,0,6774,3325,1200,258,324,82,268,811,308,,,,198.0,,,,,
31,241404,gm. Bojszowy,8,5920,4400,671,3729,7,46,4,4,0,0,0,0,4,3733,4,0,3733,78,56,22,0,3655,2033,602,106,156,36,79,352,204,,,,87.0,,,,,
31,241405,gm. Chełm Śląski,3,4806,3651,874,2777,2,2,0,0,0,0,0,0,0,2777,0,0,2777,51,25,19,0,2726,1299,478,92,151,86,109,278,147,,,,86.0,,,,,
30,241501,m. Pszów,5,11200,8450,2889,5561,4,13,3,3,0,0,2,0,1,5561,1,0,5561,140,94,46,0,5421,2385,1297,167,233,94,227,579,286,,,,144.0,,9.0,,,
30,241502,m. Radlin,10,13953,10578,3353,7225,4,17,1,1,0,0,0,0,1,7218,1,2,7216,221,174,41,0,6995,2402,1684,253,303,118,656,873,386,,,,296.0,,24.0,,,
30,241503,m. Rydułtowy,13,16992,13085,4385,8700,8,22,7,7,0,0,0,0,7,8705,7,0,8705,259,181,76,0,8446,3302,1836,340,314,291,500,982,663,,,,193.0,,25.0,,,
30,241504,m. Wodzisław Śląski,25,38305,29450,9351,20099,8,84,15,14,0,0,0,0,14,20104,14,0,20104,494,324,142,0,19610,7636,5176,624,885,323,1327,2203,1003,,,,363.0,,70.0,,,
30,241505,gm. Godów,16,10808,8227,2161,6066,3,14,2,2,0,0,0,0,2,6067,2,0,6067,164,115,39,0,5903,2688,1054,131,259,367,264,772,230,,,,117.0,,21.0,,,
30,241506,gm. Gorzyce,15,16298,12265,4093,8172,1,25,10,10,0,0,0,0,10,8181,10,0,8181,212,146,59,0,7969,3547,1900,221,337,248,323,810,373,,,,190.0,,20.0,,,
30,241507,gm. Lubomia,7,6359,4798,1951,2847,1,8,0,0,0,0,0,0,0,2846,0,0,2846,99,74,22,0,2747,1284,623,79,87,59,91,323,129,,,,59.0,,13.0,,,
30,241508,gm. Marklowice,4,4320,3206,776,2430,1,17,0,0,0,0,0,0,0,2426,0,0,2426,74,54,20,0,2352,1077,565,61,85,60,122,247,73,,,,59.0,,3.0,,,
30,241509,gm. Mszana,4,5889,4500,1023,3477,2,9,0,0,0,0,0,0,0,3477,0,0,3477,142,117,25,0,3335,1905,464,68,108,51,106,449,78,,,,103.0,,3.0,,,
32,241601,m. Poręba,7,7177,5450,1981,3469,1,16,2,2,0,0,0,0,2,3471,2,0,3471,107,75,18,0,3364,898,1013,133,172,147,420,368,213,,,,,,,,,
32,241602,m. Zawiercie,41,41622,31891,11188,20703,13,75,13,13,1,0,0,0,12,20715,12,0,20715,362,293,68,0,20353,6039,5994,781,877,285,2544,2541,1292,,,,,,,,,
32,241603,gm. Irządze,3,2258,1700,745,955,0,5,0,0,0,0,0,0,0,955,0,0,955,35,25,10,0,920,459,88,24,32,120,54,112,31,,,,,,,,,
32,241604,gm. Kroczyce,5,5177,3950,1586,2364,2,33,0,0,0,0,0,0,0,2364,0,0,2364,81,68,13,0,2283,860,532,87,82,164,147,293,118,,,,,,,,,
32,241605,gm. Łazy,10,13126,9947,3404,6543,7,34,1,1,0,0,0,0,1,6541,1,0,6541,187,150,37,0,6354,2016,1611,253,339,248,715,727,445,,,,,,,,,
32,241606,gm. Ogrodzieniec,6,7769,5850,1899,3951,2,16,0,0,0,0,0,0,0,3950,0,0,3950,86,59,16,0,3864,1171,833,132,202,273,341,717,195,,,,,,,,,
32,241607,gm. Pilica,7,7310,5549,1842,3707,0,36,1,1,0,0,0,0,1,3708,1,0,3708,68,51,17,0,3640,1539,415,68,113,880,190,337,98,,,,,,,,,
32,241608,gm. Szczekociny,12,6687,4998,1820,3178,5,36,0,0,0,0,0,0,0,3177,0,0,3177,107,79,28,0,3070,1449,392,62,107,350,227,355,128,,,,,,,,,
32,241609,gm. Włodowice,5,4355,3252,1279,1973,0,12,0,0,0,0,0,0,0,1973,0,0,1973,36,29,7,0,1937,699,508,64,69,123,152,217,105,,,,,,,,,
32,241610,gm. Żarnowiec,7,3833,2902,1064,1838,0,13,0,0,0,0,0,0,0,1837,0,0,1837,69,62,7,0,1768,862,140,37,37,425,85,158,24,,,,,,,,,
27,241701,m. Żywiec,24,25400,20008,5855,14153,12,78,3,3,1,0,0,0,2,14150,2,0,14150,294,208,62,0,13856,5289,3304,522,730,477,1109,1201,1224,,,,,,,,,
27,241702,gm. Czernichów,5,5333,4098,990,3108,9,38,0,0,0,0,0,0,0,3107,0,0,3107,94,66,28,0,3013,1707,543,107,126,64,78,215,173,,,,,,,,,
27,241703,gm. Gilowice,3,4858,3697,978,2719,5,15,3,3,0,0,0,0,3,2722,3,0,2722,56,32,24,0,2666,1436,415,47,80,195,108,288,97,,,,,,,,,
27,241704,gm. Jeleśnia,11,10851,8500,3186,5314,13,44,1,1,0,0,0,0,1,5315,1,0,5315,211,163,48,0,5104,2892,882,116,146,246,220,378,224,,,,,,,,,
27,241705,gm. Koszarawa,4,2058,1650,662,988,2,7,0,0,0,0,0,0,0,988,0,0,988,36,26,10,0,952,605,149,20,30,26,31,55,36,,,,,,,,,
27,241706,gm. Lipowa,7,8272,6414,2121,4293,1,36,0,0,0,0,0,0,0,4290,0,0,4290,162,113,46,0,4128,1828,982,136,179,172,201,374,256,,,,,,,,,
27,241707,gm. Łękawica,4,3533,2748,787,1961,6,19,2,2,0,0,0,0,2,1962,2,1,1961,59,45,14,0,1902,897,279,43,53,348,71,143,68,,,,,,,,,
27,241708,gm. Łodygowice,7,11181,8614,2241,6373,6,38,4,4,1,1,0,0,2,6369,2,0,6369,166,111,45,0,6203,2974,1192,184,271,222,307,681,372,,,,,,,,,
27,241709,gm. Milówka,7,8019,6199,2209,3990,4,66,1,1,0,0,0,0,1,3991,1,0,3991,160,120,32,0,3831,2388,537,60,164,125,120,296,141,,,,,,,,,
27,241710,gm. Radziechowy-Wieprz,8,10339,8148,2836,5312,2,18,0,0,0,0,0,0,0,5307,0,0,5307,183,128,39,0,5124,3008,709,154,208,163,175,497,210,,,,,,,,,
27,241711,gm. Rajcza,9,7284,5699,2389,3310,1,53,0,0,0,0,0,0,0,3310,0,0,3310,101,80,18,0,3209,1590,493,101,140,99,160,471,155,,,,,,,,,
27,241712,gm. Ślemień,3,2895,2250,609,1641,1,27,0,0,0,0,0,0,0,1641,0,0,1641,51,43,8,0,1590,923,323,39,62,41,67,103,32,,,,,,,,,
27,241713,gm. Świnna,6,6431,4986,1545,3441,4,17,3,3,0,0,0,0,3,3441,3,0,3441,139,101,34,0,3302,1611,627,84,133,176,162,315,194,,,,,,,,,
27,241714,gm. Ujsoły,5,3750,2947,1254,1693,2,42,3,3,0,0,0,0,3,1696,3,0,1696,74,27,35,0,1622,821,313,57,44,59,86,161,81,,,,,,,,,
27,241715,gm. Węgierska Górka,8,11961,9148,2541,6607,0,52,0,0,0,0,0,0,0,6605,0,0,6605,196,150,45,0,6409,3596,985,177,286,349,219,525,272,,,,,,,,,
27,246101,m. Bielsko-Biała,80,136003,106831,26049,80778,32,587,95,92,1,1,0,0,91,80819,91,15,80804,1111,708,395,0,79693,28092,21614,3459,3975,1499,5707,6698,8649,,,,,,,,,
29,246201,m. Bytom,80,128087,98585,39152,59433,21,228,43,41,3,0,0,1,37,59457,37,0,59457,1360,967,370,0,58097,17420,15746,2640,2938,1349,4557,8628,4521,,,,,,298.0,,,
31,246301,m. Chorzów,64,84759,65370,23356,42012,23,151,115,114,12,0,0,0,102,42111,102,1,42110,849,581,222,0,41261,10953,13114,1812,2440,349,2848,4649,3463,,,,1633.0,,,,,
28,246401,m. Częstochowa,136,184337,140453,39027,101422,44,662,115,111,11,0,1,1,98,101499,98,0,101499,1403,910,447,0,100096,33196,24211,3691,4293,1446,13891,10670,7949,,524.0,,,,225.0,,,
32,246501,m. Dąbrowa Górnicza,67,99034,76239,24497,51742,13,186,18,15,2,0,0,0,13,51743,13,0,51743,852,586,238,0,50891,14456,12812,2611,2460,483,7905,4941,5223,,,,,,,,,
29,246601,m. Gliwice,120,144230,111411,32270,79141,47,461,81,75,20,0,0,0,55,79170,55,0,79170,1363,835,480,0,77807,21347,24521,3106,4248,1032,6108,7913,9255,,,,,,277.0,,,
30,246701,m. Jastrzębie-Zdrój,45,71566,54935,16423,38503,12,103,8,8,0,0,0,0,8,38503,8,0,38503,904,603,243,0,37599,17152,7410,1215,1531,455,2653,5086,1601,,,,415.0,,81.0,,,
32,246801,m. Jaworzno,46,74586,56886,18338,38548,21,145,29,29,2,0,0,0,27,38568,27,2,38566,836,544,263,0,37730,13045,9517,1493,1916,1117,3481,4187,2974,,,,,,,,,
31,246901,m. Katowice,169,239517,186950,49772,137157,51,1258,166,155,6,0,1,0,148,137261,148,2,137259,2161,1323,761,0,135098,39255,42028,5723,7498,1454,9902,11280,14841,,,,3117.0,,,,,
31,247001,m. Mysłowice,41,58211,45060,13604,31456,9,95,27,25,0,0,0,0,25,31473,25,6,31467,686,476,191,0,30781,10779,8884,1092,1612,308,2135,3179,2103,,,,689.0,,,,,
31,247101,m. Piekary Śląskie,32,44813,34438,11728,22710,14,127,12,12,1,0,0,0,11,22716,11,13,22703,569,383,163,0,22134,8727,5493,830,1368,183,1248,2100,1434,,,,751.0,,,,,
31,247201,m. Ruda Śląska,78,109992,83794,27518,56276,19,181,26,26,1,0,0,0,25,56288,25,1,56287,1293,930,340,0,54994,20607,13806,2069,2713,407,3551,6849,3384,,,,1608.0,,,,,
30,247301,m. Rybnik,70,108789,83837,25469,58367,18,254,24,23,0,0,0,0,23,58382,23,3,58379,1199,811,317,0,57180,21467,14705,1933,2909,739,4006,6418,3694,,,,1174.0,,135.0,,,
31,247401,m. Siemianowice Śląskie,40,53851,41617,13944,27671,7,97,15,15,1,0,0,0,14,27683,14,0,27683,616,453,154,0,27067,7433,8311,1181,1595,307,2178,2659,2407,,,,996.0,,,,,
32,247501,m. Sosnowiec,117,170246,129201,40518,88683,20,430,72,69,4,2,0,0,63,88728,63,2,88726,1501,965,442,0,87225,24396,23723,4106,4286,969,13886,7862,7997,,,,,,,,,
31,247601,m. Świętochłowice,26,39775,30430,12324,18105,6,45,11,10,0,2,0,0,8,18111,8,0,18111,401,288,91,0,17710,5611,5271,773,965,192,1243,1928,1138,,,,589.0,,,,,
31,247701,m. Tychy,67,100823,77220,19503,57716,17,257,43,39,0,0,0,0,39,57750,39,0,57750,953,636,315,0,56797,19588,15214,2339,3313,532,3771,5887,5429,,,,724.0,,,,,
29,247801,m. Zabrze,91,137082,105148,43968,61180,31,325,29,29,3,0,0,0,26,61202,26,0,61202,1446,944,483,0,59756,16695,18945,2683,2934,893,4966,8168,4099,,,,,,373.0,,,
30,247901,m. Żory,33,47067,35846,10267,25579,1,96,10,8,0,0,0,0,8,25582,8,0,25582,693,471,183,0,24889,9450,5235,989,1397,443,1618,2819,2551,,,,331.0,,56.0,,,
33,260101,gm. Busko-Zdrój,25,27878,21958,8567,13391,2,731,11,11,0,0,0,0,11,13398,11,0,13398,303,214,82,0,13095,5367,2571,332,591,1212,1081,1130,659,41.0,69.0,,,21.0,21.0,,,
33,260102,gm. Gnojno,5,3713,2830,1505,1325,2,7,0,0,0,0,0,0,0,1325,0,0,1325,58,36,14,0,1267,638,110,27,30,204,84,125,40,6.0,1.0,,,0.0,2.0,,,
33,260103,gm. Nowy Korczyn,5,5143,3940,1698,2242,30,14,5,5,0,0,0,0,5,2247,5,0,2247,99,59,40,0,2148,934,168,36,52,655,88,150,37,5.0,5.0,,,8.0,10.0,,,
33,260104,gm. Pacanów,8,6372,4876,2447,2429,5,21,0,0,0,0,0,0,0,2429,0,0,2429,96,54,39,0,2333,1115,240,44,78,448,120,190,59,5.0,10.0,,,3.0,21.0,,,
33,260105,gm. Solec-Zdrój,8,4238,3195,1299,1896,2,98,0,0,0,0,0,0,0,1896,0,0,1896,76,58,18,0,1820,715,213,49,48,522,87,110,43,10.0,5.0,,,5.0,13.0,,,
33,260106,gm. Stopnica,4,6413,4900,2174,2726,6,21,0,0,0,0,0,0,0,2725,0,0,2725,87,60,26,0,2638,1367,271,56,93,478,108,179,54,11.0,12.0,,,1.0,8.0,,,
33,260107,gm. Tuczępy,3,3074,2330,1104,1226,2,8,0,0,0,0,0,0,0,1226,0,0,1226,73,54,19,0,1153,621,120,42,37,118,63,104,26,4.0,7.0,,,8.0,3.0,,,
